id	type	name	description	target	belongs_to	pc	ts_pc	PC3	VCAP	A375	A549	HA1E	HCC515	HT29	MCF7	HEPG2	summary
CGS001-8800	KD	PEX11A	peroxisomal biogenesis factor 11 alpha			10.00, 10.00	1.56, 0.47	-33.05	83.66	98.75	-99.01	-23.11	-99.65	44.37	-99.94	-92.32	-99.37
CGS001-5193	KD	PEX12	peroxisomal biogenesis factor 12			0.00, 0.00	1.77, 0.60	85.75	-56.14	-37.08	-60.15	31.72	NaN	NaN	-35.02	-48.53	-45.91
CGS001-5824	KD	PEX19	peroxisomal biogenesis factor 19			12.50, 12.50	2.46, 0.72	-29.92	NaN	20.25	83.15	34.63	63.69	NaN	99.79	32.45	69.33
CGS001-5198	KD	PFAS	phosphoribosylformylglycinamidine synthase			0.00, 0.00	1.60, 0.44	-99.75	-100.00	-55.93	-37.62	45.22	-38.17	-83.87	-90.04	-40.23	-90.46
CGS001-5209	KD	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3			0.00, 0.00	1.60, 0.50	-76.25	-77.25	77.16	-46.99	-22.36	-32.27	-57.87	-40.96	-83.80	-47.66
CGS001-5211	KD	PFKL	phosphofructokinase, liver			0.00, 0.00	1.17, 0.27	-52.59	-32.67	-26.83	-21.53	-21.27	NaN	21.59	-54.71	-97.53	-16.08
CGS001-5217	KD	PFN2	profilin 2			11.11, 11.11	1.28, 0.39	-73.98	-36.61	-34.52	-38.09	99.86	NaN	-25.88	-90.76	-91.93	-54.92
CGS001-5223	KD	PGAM1	phosphoglycerate mutase 1 (brain)			0.00, 0.00	1.33, 0.42	-29.99	-36.66	31.69	24.91	-91.14	-35.63	-66.64	-99.26	-69.56	-51.51
CGS001-84547	KD	PGBD1	piggyBac transposable element derived 1			0.00, 0.00	1.28, 0.35	52.50	-46.58	-83.10	51.58	-29.30	78.61	53.26	93.27	-29.57	43.79
CGS001-5226	KD	PGD	phosphogluconate dehydrogenase			12.50, 12.50	1.03, 0.24	-31.58	NaN	99.95	-41.08	51.66	NaN	-99.16	-32.63	25.21	-11.42
CGS001-5230	KD	PGK1	phosphoglycerate kinase 1			11.11, 11.11	1.07, 0.38	-32.97	14.36	-59.42	32.55	98.56	-24.21	-45.97	-43.95	NaN	-20.77
CGS001-5236	KD	PGM1	phosphoglucomutase 1			33.33, 22.22	1.51, 0.34	99.98	NaN	88.01	92.47	-92.87	79.19	29.37	22.31	99.55	96.92
CGS001-10857	KD	PGRMC1	progesterone receptor membrane component 1			22.22, 22.22	1.30, 0.33	-58.37	46.84	99.98	99.88	51.68	NaN	-23.32	49.86	-87.66	71.82
CGS001-221692	KD	PHACTR1	Phosphatase and actin regulators, phosphatase and actin regulator 1			0.00, 0.00	1.41, 0.45	-93.37	-99.78	-15.12	-41.46	-34.77	26.05	-94.37	-22.58	NaN	-92.72
CGS001-5245	KD	PHB	prohibitin			0.00, 0.00	1.83, 0.51	-98.28	-98.29	-99.78	-27.33	-67.21	-98.72	-88.21	-92.10	-72.98	-98.61
CGS001-11331	KD	PHB2	prohibitin 2			0.00, 0.00	2.92, 0.99	-72.98	NaN	44.40	NaN	39.98	NaN	-97.92	-97.53	22.40	-85.12
CGS001-5252	KD	PHF1	Zinc fingers, PHD-type, PHD finger protein 1			0.00, 0.00	1.19, 0.35	34.79	-82.99	-99.59	-94.90	54.89	-65.67	-79.75	-27.97	-26.99	-86.86
CGS001-55274	KD	PHF10	Zinc fingers, PHD-type, PHD finger protein 10			11.11, 11.11	1.28, 0.35	-37.06	17.27	-54.65	35.56	64.07	54.13	NaN	77.28	99.97	67.25
CGS001-51131	KD	PHF11	Zinc fingers, PHD-type, PHD finger protein 11			22.22, 11.11	0.94, 0.35	-91.83	99.91	-36.88	67.37	NaN	-43.94	-26.35	97.17	62.73	82.72
CGS001-148479	KD	PHF13	Zinc fingers, PHD-type, PHD finger protein 13			0.00, 0.00	1.35, 0.36	-96.81	27.70	-20.05	-30.89	-77.87	-77.49	82.78	-90.13	-88.01	-92.35
CGS001-23338	KD	PHF15	PHD finger protein 15			62.50, 37.50	1.18, 0.45	99.58	NaN	95.58	69.96	96.01	NaN	69.86	55.76	99.81	99.34
CGS001-9767	KD	PHF16	PHD finger protein 16			33.33, 22.22	1.42, 0.38	-25.45	80.60	-38.23	-43.80	-70.90	98.47	99.83	NaN	93.11	95.58
CGS001-79960	KD	PHF17	PHD finger protein 17			0.00, 0.00	1.50, 0.32	-29.58	52.69	-98.85	-83.64	-59.55	NaN	84.89	-46.07	-78.64	-71.33
CGS001-5253	KD	PHF2	Histone demethylases, PHD finger protein 2			0.00, 0.00	0.66, 0.17	72.95	-51.14	-76.03	-65.08	-35.09	75.31	-16.99	-88.41	30.88	-35.33
CGS001-112885	KD	PHF21B	Zinc fingers, PHD-type, PHD finger protein 21B			20.00, 10.00	2.07, 0.89	29.54	95.56	-28.08	35.66	-20.15	-23.12	99.40	36.07	38.92	23.26
CGS001-79142	KD	PHF23	Zinc fingers, PHD-type, PHD finger protein 23			10.00, 0.00	1.69, 0.47	37.18	-24.46	96.80	-29.48	-39.70	30.34	-73.69	-66.68	-38.15	-16.03
CGS001-84844	KD	PHF5A	Zinc fingers, PHD-type, PHD finger protein 5A			0.00, 0.00	1.01, 0.25	-50.32	-25.67	-25.29	79.11	-50.37	-89.96	-19.75	-33.50	93.38	-9.76
CGS001-26227	KD	PHGDH	phosphoglycerate dehydrogenase			10.00, 0.00	1.36, 0.38	-35.87	95.25	-90.27	-85.89	-25.96	-97.23	71.44	-28.69	-99.51	-96.79
CGS001-5255	KD	PHKA1	phosphorylase kinase, alpha 1 (muscle)			0.00, 0.00	1.27, 0.24	48.78	34.57	-19.45	-23.81	37.45	-25.40	-76.79	60.03	43.65	24.73
CGS001-5257	KD	PHKB	phosphorylase kinase, beta			10.00, 10.00	0.99, 0.27	50.43	52.80	-21.09	-77.98	27.19	-87.48	99.77	-63.89	-99.58	-58.30
CGS001-5261	KD	PHKG2	Phosphorylase kinase (PHK) family, phosphorylase kinase, gamma 2 (testis)			10.00, 0.00	0.99, 0.27	-4.61	-23.15	59.61	-94.92	-36.77	-25.92	95.49	-97.32	-79.11	-37.86
CGS001-23239	KD	PHLPP1	Pleckstrin homology (PH) domain containing, PH domain and leucine rich repeat protein phosphatase 1			0.00, 0.00	1.30, 0.31	-99.96	-99.98	-99.93	-42.15	NaN	NaN	-59.42	-96.96	72.03	-99.95
CGS001-57661	KD	PHRF1	Zinc fingers, PHD-type, PHD and ring finger domains 1			0.00, 0.00	1.77, 0.73	25.77	29.01	-42.69	-86.45	-99.98	NaN	-33.70	-37.68	-71.08	-60.66
CGS001-10745	KD	PHTF1	putative homeodomain transcription factor 1			11.11, 11.11	2.23, 0.65	79.79	21.40	59.98	29.33	54.84	NaN	87.14	99.31	-49.76	79.70
CGS001-57157	KD	PHTF2	putative homeodomain transcription factor 2			0.00, 0.00	1.55, 0.56	-57.88	85.56	36.19	51.46	NaN	-99.84	-80.05	-90.57	NaN	-79.03
CGS001-55300	KD	PI4K2B	Phosphatidylinositol kinases, phosphatidylinositol 4-kinase type 2 beta			0.00, 0.00	0.59, 0.17	60.75	34.59	-24.66	56.81	58.37	92.05	NaN	NaN	-28.26	70.43
CGS001-5297	KD	PI4KA	1-phosphatidylinositol 4-kinase family, phosphatidylinositol 4-kinase, catalytic, alpha			0.00, 0.00	1.49, 0.49	-82.17	94.99	-90.19	27.97	-48.84	71.19	-29.44	NaN	-94.27	-82.29
CGS001-375133	KD	PI4KAP2	phosphatidylinositol 4-kinase, catalytic, alpha pseudogene 2			0.00, 0.00	0.78, 0.23	-58.39	-15.60	-13.25	20.84	-50.88	37.03	-99.70	-59.11	-31.57	-22.33
CGS001-8554	KD	PIAS1	Zinc fingers, MIZ-type, protein inhibitor of activated STAT, 1			0.00, 0.00	1.22, 0.38	-16.18	-37.11	-97.78	-35.14	-91.43	-24.54	NaN	-24.84	70.29	-17.46
CGS001-9063	KD	PIAS2	Zinc fingers, MIZ-type, protein inhibitor of activated STAT, 2			0.00, 0.00	1.17, 0.39	-95.41	34.66	-44.38	-91.93	-29.62	-26.29	-99.79	-99.05	-27.38	-90.57
CGS001-10401	KD	PIAS3	Zinc fingers, MIZ-type, protein inhibitor of activated STAT, 3			0.00, 0.00	1.90, 0.50	-29.71	24.32	-41.99	-30.76	-32.71	NaN	19.76	38.82	45.48	-20.12
CGS001-51588	KD	PIAS4	Zinc fingers, MIZ-type, protein inhibitor of activated STAT, 4			0.00, 0.00	1.44, 0.41	-44.43	-44.37	30.21	31.74	-37.13	NaN	23.60	-81.41	52.67	-17.35
CGS001-10026	KD	PIGK	Phosphatidylinositol glycan anchor biosynthesis, phosphatidylinositol glycan anchor biosynthesis, class K			0.00, 0.00	1.15, 0.26	-93.70	-29.68	-43.85	-99.98	25.61	49.95	-98.88	29.82	-94.75	-90.66
CGS001-55011	KD	PIH1D1	PIH1 domain containing 1			0.00, 0.00	1.80, 0.44	-68.58	-83.02	-80.79	-52.05	-60.74	NaN	17.82	-37.14	18.86	-60.61
CGS001-5286	KD	PIK3C2A	Phosphatidylinositol-4-phosphate 3-kinase family, phosphoinositide-3-kinase, class 2, alpha polypeptide		PI3K Signaling LOF	20.00, 20.00	1.40, 0.42	-94.07	99.85	-82.55	-19.55	-95.25	31.89	-63.23	-25.61	99.84	-69.74
CGS001-5287	KD	PIK3C2B	Phosphatidylinositol-4-phosphate 3-kinase family, phosphoinositide-3-kinase, class 2, beta polypeptide			10.00, 10.00	1.14, 0.26	99.77	-69.40	39.97	43.54	-32.03	94.80	-16.43	20.24	-98.20	14.06
CGS001-5289	KD	PIK3C3	Phosphatidylinositol 3-kinase family, phosphoinositide-3-kinase, class 3		PI3K Signaling LOF	11.11, 11.11	2.26, 0.73	87.31	-97.07	48.60	99.98	20.00	65.44	-27.25	70.96	NaN	67.43
CGS001-5291	KD	PIK3CB	Phosphatidylinositol kinases, phosphoinositide-3-kinase, catalytic, beta polypeptide			10.00, 10.00	0.40, 0.17	-7.10	-25.57	98.84	20.07	20.49	-93.10	-99.95	62.80	5.30	0.82
CGS001-5293	KD	PIK3CD	Phosphatidylinositol kinases, phosphoinositide-3-kinase, catalytic, delta polypeptide			11.11, 11.11	1.32, 0.33	-28.72	97.54	-97.04	39.52	-48.97	NaN	-82.81	-17.30	-98.41	-81.64
CGS001-5295	KD	PIK3R1	Phosphatidylinositol kinases, phosphoinositide-3-kinase, regulatory subunit 1 (alpha)			0.00, 0.00	0.76, 0.23	-94.81	26.36	-98.68	51.70	-27.54	-46.89	-20.10	6.51	-25.64	-8.46
CGS001-30849	KD	PIK3R4	Phosphatidylinositol kinases, phosphoinositide-3-kinase, regulatory subunit 4			10.00, 0.00	1.36, 0.32	96.94	-93.37	-51.43	-79.91	-34.06	-37.90	-96.10	-99.11	-20.26	-82.22
CGS001-5292	KD	PIM1	PIM family, pim-1 oncogene			0.00, 0.00	1.23, 0.27	91.88	-83.56	33.21	-50.90	61.93	-75.74	-14.06	49.37	-19.44	16.28
CGS001-415116	KD	PIM3	PIM family, pim-3 oncogene			55.56, 55.56	1.55, 0.34	99.96	99.93	99.78	99.14	92.46	NaN	-25.57	51.71	69.60	99.89
CGS001-5300	KD	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1			0.00, 0.00	1.85, 0.73	-99.58	-68.53	81.73	-60.14	-44.10	-90.70	-60.99	-99.19	-84.59	-92.91
CGS001-8396	KD	PIP4K2B	1-phosphatidylinositol-5-phosphate 4-kinase family, phosphatidylinositol-5-phosphate 4-kinase, type II, beta			22.22, 11.11	1.16, 0.24	98.01	NaN	96.69	89.31	87.02	73.13	27.56	91.87	23.19	93.00
CGS001-79837	KD	PIP4K2C	1-phosphatidylinositol-5-phosphate 4-kinase family, phosphatidylinositol-5-phosphate 4-kinase, type II, gamma			11.11, 11.11	1.25, 0.49	-41.11	-63.05	82.28	-34.40	-20.61	66.97	NaN	35.27	99.58	53.62
CGS001-51268	KD	PIPOX	pipecolic acid oxidase			11.11, 11.11	1.40, 0.38	24.51	13.93	-30.71	51.26	41.07	98.67	86.96	-54.11	NaN	15.03
CGS001-23761	KD	PISD	Decarboxylases, phosphatidylserine decarboxylase			0.00, 0.00	1.86, 0.64	-82.20	37.06	-20.39	-96.46	NaN	NaN	-19.43	-31.46	-27.12	-33.34
CGS001-5306	KD	PITPNA	phosphatidylinositol transfer protein, alpha			55.56, 55.56	1.82, 0.53	94.95	37.15	91.71	99.98	75.10	98.44	99.42	99.94	NaN	98.99
CGS001-64219	KD	PJA1	RING-type (C3HC4) zinc fingers, praja ring finger 1			12.50, 0.00	1.42, 0.35	-71.33	31.18	96.55	-44.88	75.85	NaN	NaN	-50.53	32.00	-29.42
CGS001-9867	KD	PJA2	RING-type (C3HC4) zinc fingers, praja ring finger 2			0.00, 0.00	1.39, 0.48	-95.27	-100.00	-21.88	63.12	-39.21	NaN	-84.20	22.07	36.75	-37.73
CGS001-5310	KD	PKD1	Voltage-gated ion channels / Transient receptor potential cation channels, polycystic kidney disease 1 (autosomal dominant)			10.00, 10.00	0.73, 0.25	-13.78	52.82	-23.25	32.41	68.23	-85.32	91.83	-69.80	99.65	46.29
CGS001-11142	KD	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma			10.00, 10.00	0.94, 0.27	54.04	42.02	-28.20	-58.93	33.60	98.92	-76.99	-73.48	-49.15	-37.20
CGS001-5315	KD	PKM2	pyruvate kinase, muscle			33.33, 33.33	1.07, 0.32	99.12	98.80	-77.40	-99.88	-61.05	NaN	-46.62	-17.44	99.96	84.27
CGS001-5585	KD	PKN1	Protein kinase N (PKN) family, protein kinase N1		C2 domain containing protein kinases LOF	20.00, 20.00	1.86, 0.67	65.19	-88.68	28.45	22.36	99.66	99.97	26.10	-30.89	49.79	49.11
CGS001-5586	KD	PKN2	Protein kinase N (PKN) family, protein kinase N2			0.00, 0.00	1.48, 0.41	-98.93	-99.14	-99.98	-42.17	-99.96	NaN	-99.98	18.05	23.85	-99.95
CGS001-84647	KD	PLA2G12B	phospholipase A2, group XIIB			22.22, 22.22	1.28, 0.36	-24.89	-91.65	-22.35	-37.37	97.80	99.72	25.30	-33.98	NaN	-18.41
CGS001-23659	KD	PLA2G15	phospholipase A2, group XV			28.57, 28.57	1.56, 0.45	-52.90	NaN	-83.81	99.74	30.36	NaN	NaN	98.17	29.86	70.23
CGS001-5320	KD	PLA2G2A	Hydrolases, phospholipase A2, group IIA (platelets, synovial fluid)		Phospholipases LOF	11.11, 11.11	1.53, 0.44	40.04	99.96	71.07	24.62	53.23	NaN	-41.71	59.74	-88.88	59.54
CGS001-391013	KD	PLA2G2C	phospholipase A2, group IIC			55.56, 44.44	1.53, 0.52	-97.66	26.87	-31.40	99.91	99.11	99.60	93.95	96.32	NaN	99.39
CGS001-5321	KD	PLA2G4A	Phospholipase A2, phospholipase A2, group IVA (cytosolic, calcium-dependent)			11.11, 11.11	1.59, 0.38	-17.41	82.23	28.96	60.23	82.83	47.71	NaN	-25.86	98.50	53.40
CGS001-5327	KD	PLAT	Chymotrypsin, plasminogen activator, tissue			0.00, 0.00	1.98, 0.91	-74.56	27.51	-98.28	-97.09	27.74	NaN	54.14	-96.38	21.53	-92.40
CGS001-5328	KD	PLAU	Chymotrypsin, plasminogen activator, urokinase			0.00, 0.00	1.18, 0.50	-67.84	30.89	-58.24	31.14	28.64	NaN	78.58	17.86	-23.18	12.29
CGS001-5329	KD	PLAUR	CD molecules, plasminogen activator, urokinase receptor			14.29, 14.29	1.64, 0.61	-95.69	NaN	-69.50	NaN	97.65	NaN	73.27	-98.31	47.53	-72.48
CGS001-23236	KD	PLCB1	Phosphoinositide-specific phospholipase C, phospholipase C, beta 1 (phosphoinositide-specific)		Phospholipases LOF	50.00, 37.50	1.64, 0.53	98.02	30.68	83.88	86.28	99.96	75.62	NaN	99.43	NaN	97.28
CGS001-5331	KD	PLCB3	Phosphoinositide-specific phospholipase C, phospholipase C, beta 3 (phosphatidylinositol-specific)			20.00, 10.00	1.43, 0.42	69.57	95.39	86.20	69.36	30.92	86.83	-32.23	99.81	39.10	88.12
CGS001-5335	KD	PLCG1	Phosphoinositide-specific phospholipase C, phospholipase C, gamma 1		Phospholipases LOF	44.44, 44.44	1.35, 0.43	79.56	30.89	99.36	99.96	99.64	NaN	-74.31	-54.17	29.85	99.55
CGS001-5336	KD	PLCG2	Phosphoinositide-specific phospholipase C, phospholipase C, gamma 2 (phosphatidylinositol-specific)			0.00, 0.00	1.35, 0.56	-80.77	24.06	-39.38	-52.16	93.36	NaN	-89.87	-21.71	NaN	-47.22
CGS001-5337	KD	PLD1	Phosphatidylcholine-specific phospholipase D, phospholipase D1, phosphatidylcholine-specific			0.00, 0.00	1.55, 0.52	37.53	-79.98	-99.94	25.66	-37.61	-65.34	-80.50	-25.29	-36.68	-64.56
CGS001-5338	KD	PLD2	Hydrolases, phospholipase D2		Phospholipases LOF	11.11, 11.11	1.83, 0.39	-39.13	100.00	91.87	NaN	54.43	75.68	47.32	-22.44	-76.15	69.29
CGS001-55111	KD	PLEKHJ1	Pleckstrin homology (PH) domain containing, pleckstrin homology domain containing, family J member 1			12.50, 12.50	1.23, 0.32	28.33	NaN	-96.67	80.94	-95.28	99.16	NaN	-43.82	48.03	-46.52
CGS001-9842	KD	PLEKHM1	Pleckstrin homology (PH) domain containing, pleckstrin homology domain containing, family M (with RUN domain) member 1			28.57, 14.29	2.23, 0.84	-63.78	NaN	98.67	50.40	87.04	NaN	NaN	86.41	29.25	96.00
CGS001-5347	KD	PLK1	Polo-like kinase (PLK) family, polo-like kinase 1			10.00, 10.00	1.85, 0.75	-57.65	-62.20	16.88	37.77	99.31	28.46	-41.47	94.00	79.27	36.38
CGS001-10769	KD	PLK2	Polo-like kinase (PLK) family, polo-like kinase 2			0.00, 0.00	1.31, 0.44	64.59	-99.96	-32.96	-43.05	-18.93	NaN	-85.64	72.61	31.14	-33.32
CGS001-10733	KD	PLK4	Polo-like kinase (PLK) family, polo-like kinase 4			0.00, 0.00	1.42, 0.57	-85.43	-41.53	-99.13	-95.12	-32.02	-99.78	-99.96	-99.53	-67.65	-99.53
CGS001-5351	KD	PLOD1	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1			12.50, 0.00	1.44, 0.48	-93.06	-84.62	-90.01	96.34	NaN	NaN	-24.87	-83.78	-41.47	-85.85
CGS001-5352	KD	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2			44.44, 33.33	1.49, 0.36	92.15	36.27	77.75	99.90	61.26	NaN	96.97	99.75	39.62	99.30
CGS001-8985	KD	PLOD3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3			10.00, 0.00	0.97, 0.26	8.64	75.72	96.27	-83.07	-19.97	50.67	91.73	-62.45	-24.68	67.67
CGS001-5355	KD	PLP2	proteolipid protein 2 (colonic epithelium-enriched)			60.00, 40.00	1.58, 0.56	97.10	78.72	95.36	-26.40	98.44	98.26	-50.51	-92.27	99.92	99.23
CGS001-5357	KD	PLS1	EF-hand domain containing, plastin 1			0.00, 0.00	1.27, 0.36	-99.84	NaN	-99.93	-86.40	47.41	-99.06	-91.53	-58.23	-77.66	-99.89
CGS001-5359	KD	PLSCR1	phospholipid scramblase 1			10.00, 10.00	1.35, 0.39	99.71	25.88	-91.40	-56.08	-89.31	29.75	-99.54	-30.13	42.29	-86.35
CGS001-57048	KD	PLSCR3	phospholipid scramblase 3			10.00, 0.00	1.51, 0.39	41.77	78.07	-76.99	-64.89	80.40	71.68	-92.10	52.68	96.69	84.69
CGS001-5362	KD	PLXNA2	Plexins, plexin A2			44.44, 33.33	2.14, 0.69	-99.72	-26.11	97.41	98.50	-65.14	84.18	NaN	90.80	99.92	98.48
CGS001-5366	KD	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1			0.00, 0.00	2.23, 0.75	-61.41	NaN	-64.85	78.31	44.53	94.17	63.68	90.42	-87.14	85.71
CGS001-11243	KD	PMF1	polyamine-modulated factor 1			0.00, 0.00	1.55, 0.41	-99.86	-49.90	-92.02	-94.00	-78.70	-24.32	-39.55	-98.97	43.10	-94.15
CGS001-5371	KD	PML	RING-type (C3HC4) zinc fingers, promyelocytic leukemia			0.00, 0.00	1.55, 0.56	-59.62	57.24	-63.40	-58.67	72.70	NaN	-58.59	-45.30	-25.20	-44.20
CGS001-5373	KD	PMM2	phosphomannomutase 2			10.00, 10.00	2.13, 0.60	89.89	-80.36	71.29	-37.39	73.96	98.79	32.06	-69.35	-25.35	63.80
CGS001-9512	KD	PMPCB	peptidase (mitochondrial processing) beta			0.00, 0.00	1.31, 0.48	75.22	-70.08	-31.57	-22.40	30.45	-43.81	-97.94	-86.42	29.06	-50.93
CGS001-5378	KD	PMS1	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)			0.00, 0.00	1.06, 0.39	-96.27	20.11	-99.68	-27.87	-99.98	-17.65	-86.08	-99.58	52.73	-98.75
CGS001-5387	KD	PMS2P3	postmeiotic segregation increased 2 pseudogene 3			0.00, 0.00	1.00, 0.25	-56.95	73.06	-98.49	-26.48	-35.39	-36.68	-93.95	-51.03	-99.93	-58.17
CGS001-11284	KD	PNKP	polynucleotide kinase 3'-phosphatase			0.00, 0.00	2.19, 0.55	-44.84	29.53	-97.74	-92.26	-99.31	42.67	63.52	-98.77	-85.84	-98.36
CGS001-154197	KD	PNLDC1	poly(A)-specific ribonuclease (PARN)-like domain containing 1			10.00, 10.00	1.31, 0.34	-29.28	-51.78	-89.19	47.54	38.96	-21.31	-42.85	63.87	99.97	36.06
CGS001-4860	KD	PNP	purine nucleoside phosphorylase			0.00, 0.00	1.17, 0.20	-70.77	32.64	25.46	-80.77	-82.77	-99.57	-99.25	-46.95	27.27	-70.48
CGS001-55163	KD	PNPO	pyridoxamine 5'-phosphate oxidase			0.00, 0.00	1.06, 0.24	-93.75	-99.93	-41.90	33.01	-21.49	-45.46	61.43	-98.52	-78.53	-73.07
CGS001-10957	KD	PNRC1	proline-rich nuclear receptor coactivator 1			0.00, 0.00	1.49, 0.51	31.57	-27.25	66.34	-94.10	91.29	NaN	65.45	80.98	72.61	65.68
CGS001-5422	KD	POLA1	DNA polymerases, polymerase (DNA directed), alpha 1, catalytic subunit			11.11, 11.11	1.11, 0.36	-61.30	-82.94	-51.63	86.17	-49.31	NaN	98.68	-71.63	-83.75	-73.70
CGS001-5423	KD	POLB	DNA polymerases, polymerase (DNA directed), beta			10.00, 10.00	1.14, 0.27	54.61	79.74	-89.73	-99.96	99.98	-44.87	-56.02	16.75	27.35	-38.49
CGS001-57804	KD	POLD4	DNA polymerases, polymerase (DNA-directed), delta 4			10.00, 10.00	1.27, 0.31	-45.16	100.00	-47.61	82.47	-34.56	71.61	23.55	-80.92	-95.05	-37.10
CGS001-5427	KD	POLE2	DNA polymerases, polymerase (DNA directed), epsilon 2 (p59 subunit)		DNA Replication LOF	0.00, 0.00	0.98, 0.26	33.51	32.01	-53.58	-37.14	21.85	68.20	22.27	-97.36	-36.74	-10.43
CGS001-54107	KD	POLE3	DNA polymerases, polymerase (DNA directed), epsilon 3 (p17 subunit)			0.00, 0.00	1.63, 0.48	-36.82	NaN	-36.62	-56.04	56.77	NaN	30.38	-38.01	32.49	-24.25
CGS001-5428	KD	POLG	DNA polymerases, polymerase (DNA directed), gamma			10.00, 10.00	1.77, 0.53	77.99	62.47	91.69	26.14	34.67	87.15	99.89	-29.29	35.88	78.86
CGS001-11232	KD	POLG2	DNA polymerases, polymerase (DNA directed), gamma 2, accessory subunit			0.00, 0.00	0.94, 0.28	93.28	NaN	-71.61	26.58	60.38	59.94	54.08	-93.36	76.41	58.52
CGS001-10721	KD	POLQ	DNA polymerases, polymerase (DNA directed), theta			0.00, 0.00	1.36, 0.43	75.17	NaN	56.22	47.38	-68.16	NaN	67.30	75.39	24.62	72.57
CGS001-25885	KD	POLR1A	RNA polymerase subunits, polymerase (RNA) I polypeptide A, 194kDa			0.00, 0.00	1.31, 0.43	-65.61	NaN	-99.48	-74.04	-48.38	-45.75	NaN	-35.28	-23.90	-56.85
CGS001-9533	KD	POLR1C	RNA polymerase subunits, polymerase (RNA) I polypeptide C, 30kDa			10.00, 10.00	0.78, 0.15	76.97	-23.80	-98.50	35.58	-43.81	-53.37	99.98	-30.28	67.22	31.69
CGS001-64425	KD	POLR1E	RNA polymerase subunits, polymerase (RNA) I polypeptide E, 53kDa			50.00, 50.00	1.72, 0.47	97.89	99.32	-49.08	NaN	92.68	NaN	99.54	59.05	-21.04	99.61
CGS001-5430	KD	POLR2A	RNA polymerase subunits, polymerase (RNA) II (DNA directed) polypeptide A, 220kDa		RNA Polymerase Enzymes LOF	0.00, 0.00	1.55, 0.51	49.90	58.59	-21.04	-29.64	46.55	-31.49	-84.01	-52.41	-22.35	-13.24
CGS001-5432	KD	POLR2C	RNA polymerase subunits, polymerase (RNA) II (DNA directed) polypeptide C, 33kDa		RNA Polymerase Enzymes LOF	0.00, 0.00	1.30, 0.33	-31.41	43.95	-26.90	56.11	-94.54	NaN	-29.48	-45.44	-41.04	-19.35
CGS001-5433	KD	POLR2D	RNA polymerase subunits, polymerase (RNA) II (DNA directed) polypeptide D		RNA Polymerase Enzymes LOF	22.22, 11.11	1.36, 0.45	96.00	99.21	-42.75	-99.23	-97.33	NaN	-38.20	-49.16	-99.67	-99.45
CGS001-5435	KD	POLR2F	RNA polymerase subunits, polymerase (RNA) II (DNA directed) polypeptide F		RNA Polymerase Enzymes LOF	0.00, 0.00	1.49, 0.61	57.65	-23.13	34.30	-27.02	23.51	48.52	27.11	-36.12	-32.61	11.16
CGS001-5437	KD	POLR2H	RNA polymerase subunits, polymerase (RNA) II (DNA directed) polypeptide H			0.00, 0.00	1.77, 0.44	-79.12	64.05	-28.58	-58.28	-70.33	-85.59	NaN	-37.38	21.46	-54.77
CGS001-5438	KD	POLR2I	RNA polymerase subunits, polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa		RNA Polymerase Enzymes LOF	0.00, 0.00	1.56, 0.45	77.79	-44.74	-45.17	-26.58	45.41	40.58	-56.63	-60.89	-61.94	-33.97
CGS001-5440	KD	POLR2K	RNA polymerase subunits, polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa		RNA Polymerase Enzymes LOF	30.00, 30.00	1.67, 0.48	91.47	99.93	41.54	98.27	99.49	-28.45	-59.91	14.37	45.92	92.32
CGS001-55703	KD	POLR3B	RNA polymerase subunits, polymerase (RNA) III (DNA directed) polypeptide B			44.44, 33.33	1.42, 0.41	53.67	NaN	99.98	91.77	99.49	58.33	96.79	63.26	55.22	97.77
CGS001-661	KD	POLR3D	RNA polymerase subunits, polymerase (RNA) III (DNA directed) polypeptide D, 44kDa			10.00, 10.00	0.93, 0.26	16.71	98.47	-27.24	-50.02	-68.27	43.75	-61.69	27.83	85.87	11.40
CGS001-55718	KD	POLR3E	RNA polymerase subunits, polymerase (RNA) III (DNA directed) polypeptide E (80kD)			12.50, 12.50	1.70, 0.39	-61.13	-66.80	58.56	99.90	92.86	NaN	-97.52	NaN	19.34	51.48
CGS001-10621	KD	POLR3F	RNA polymerase subunits, polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa			20.00, 20.00	1.48, 0.41	70.47	76.82	-17.69	49.93	-66.52	97.52	46.09	34.04	99.97	50.49
CGS001-51728	KD	POLR3K	RNA polymerase subunits, polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa			0.00, 0.00	1.78, 0.58	-95.02	24.21	-95.64	-39.29	81.91	68.98	NaN	47.69	34.03	23.44
